Entry,Entry.Name,Protein.names,Reviewed,ComplexPortal,OrthoDB
P08151,GLI1_HUMAN,Zinc finger protein GLI1 (Glioma-associated oncogene) (Oncogene GLI),reviewed,CPX-56;,3214149at2759;
P08708,RS17_HUMAN,Small ribosomal subunit protein eS17 (40S ribosomal protein S17),reviewed,CPX-5223;,9523113at2759;
P09234,RU1C_HUMAN,U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C),reviewed,CPX-2392;,76567at2759;
P14314,GLU2B_HUMAN,Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH),reviewed,CPX-6822;,28322at2759;
P14373,TRI27_HUMAN,Zinc finger protein RFP (EC 2.3.2.27) (RING finger protein 76) (Ret finger protein) (Tripartite motif-containing protein 27),reviewed,CPX-9461;,9049620at2759;
P16662,UD2B7_HUMAN,"UDP-glucuronosyltransferase 2B7 (UDPGT 2B7) (UGT2B7) (EC 2.4.1.17) (3,4-catechol estrogen-specific UDPGT) (UDP-glucuronosyltransferase 2B9) (UDPGT 2B9) (UDPGTh-2)",reviewed,CPX-8557;CPX-8562;CPX-8563;,5835829at2759;
P18827,SDC1_HUMAN,Syndecan-1 (SYND1) (CD antigen CD138),reviewed,CPX-3282;,10044468at2759;
P18850,ATF6A_HUMAN,Cyclic AMP-dependent transcription factor ATF-6 alpha (cAMP-dependent transcription factor ATF-6 alpha) (Activating transcription factor 6 alpha) (ATF6-alpha) [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 alpha],reviewed,CPX-6593;CPX-6595;CPX-6597;,644067at2759;
P19388,RPAB1_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)",reviewed,CPX-2386;CPX-2387;CPX-2393;CPX-6145;CPX-7481;CPX-7482;,248779at2759;
P22087,FBRL_HUMAN,rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin),reviewed,CPX-2511;,1859733at2759;
P22301,IL10_HUMAN,Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF),reviewed,CPX-735;CPX-742;,9931894at2759;
P24043,LAMA2_HUMAN,Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain),reviewed,CPX-1771;CPX-1773;CPX-1781;,10011303at2759;
P24863,CCNC_HUMAN,Cyclin-C (SRB11 homolog) (hSRB11),reviewed,CPX-1969;CPX-3232;CPX-3263;CPX-330;,10266018at2759;
P25024,CXCR1_HUMAN,C-X-C chemokine receptor type 1 (CXC-R1) (CXCR-1) (CDw128a) (High affinity interleukin-8 receptor A) (IL-8R A) (IL-8 receptor type 1) (CD antigen CD181),reviewed,CPX-9601;,9946013at2759;
P25391,LAMA1_HUMAN,Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha),reviewed,CPX-1770;CPX-1772;,10011303at2759;
P27930,IL1R2_HUMAN,"Interleukin-1 receptor type 2 (IL-1R-2) (IL-1RT-2) (IL-1RT2) (CD121 antigen-like family member B) (CDw121b) (IL-1 type II receptor) (Interleukin-1 receptor beta) (IL-1R-beta) (Interleukin-1 receptor type II) (CD antigen CD121b) [Cleaved into: Interleukin-1 receptor type 2, membrane form (mIL-1R2) (mIL-1RII); Interleukin-1 receptor type 2, soluble form (sIL-1R2) (sIL-1RII)]",reviewed,CPX-522;CPX-9168;,9881731at2759;
P28749,RBL1_HUMAN,Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1),reviewed,CPX-2368;,844594at2759;
P35225,IL13_HUMAN,Interleukin-13 (IL-13),reviewed,CPX-844;CPX-847;CPX-9184;,9447464at2759;
P35250,RFC2_HUMAN,Replication factor C subunit 2 (Activator 1 40 kDa subunit) (A1 40 kDa subunit) (Activator 1 subunit 2) (Replication factor C 40 kDa subunit) (RF-C 40 kDa subunit) (RFC40),reviewed,CPX-415;CPX-7931;,4199794at2759;
P35658,NU214_HUMAN,Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN),reviewed,CPX-873;,248320at2759;
P35998,PRS7_HUMAN,26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2),reviewed,CPX-5993;CPX-8964;CPX-9082;CPX-9085;CPX-9086;,1664597at2759;
P42285,MTREX_HUMAN,Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase),reviewed,CPX-2735;CPX-2740;CPX-2749;CPX-2750;CPX-2752;,64767at2759;
P43686,PRS6B_HUMAN,26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7),reviewed,CPX-5993;CPX-8964;CPX-9082;CPX-9085;CPX-9086;,10255768at2759;
P46379,BAG6_HUMAN,Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe),reviewed,CPX-132;,1885901at2759;
P46781,RS9_HUMAN,Small ribosomal subunit protein uS4 (40S ribosomal protein S9),reviewed,CPX-5223;,1697570at2759;
P46782,RS5_HUMAN,"Small ribosomal subunit protein uS7 (40S ribosomal protein S5) [Cleaved into: Small ribosomal subunit protein uS7, N-terminally processed (40S ribosomal protein S5, N-terminally processed)]",reviewed,CPX-5223;,10264639at2759;
P47869,GBRA2_HUMAN,Gamma-aminobutyric acid receptor subunit alpha-2 (GABA(A) receptor subunit alpha-2) (GABAAR subunit alpha-2),reviewed,CPX-2174;CPX-8577;CPX-8702;,203862at2759;
P47985,UCRI_HUMAN,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]",reviewed,CPX-560;,1637982at2759;
P49815,TSC2_HUMAN,Tuberin (Tuberous sclerosis 2 protein),reviewed,CPX-6142;,5797019at2759;
P51170,SCNNG_HUMAN,Epithelial sodium channel subunit gamma (ENaC subunit gamma) (ENaCG) (Epithelial Na(+) channel subunit gamma) (Gamma-ENaC) (Amiloride-sensitive sodium channel subunit gamma) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG) (Sodium channel epithelial 1 subunit gamma),reviewed,CPX-2188;CPX-312;CPX-313;,6021021at2759;
P52294,IMA5_HUMAN,"Importin subunit alpha-5 (Karyopherin subunit alpha-1) (Nucleoprotein interactor 1) (NPI-1) (RAG cohort protein 2) (SRP1-beta) [Cleaved into: Importin subunit alpha-5, N-terminally processed]",reviewed,CPX-1055;,29145at2759;
P52907,CAZA1_HUMAN,F-actin-capping protein subunit alpha-1 (CapZ alpha-1),reviewed,CPX-8695;,340550at2759;
P53992,SC24C_HUMAN,Protein transport protein Sec24C (SEC24-related protein C),reviewed,CPX-2360;,49016at2759;
P54274,TERF1_HUMAN,Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1),reviewed,CPX-152;,608866at2759;
P55769,NH2L1_HUMAN,"NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (OTK27) (SNU13 homolog) (hSNU13) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]",reviewed,CPX-2391;CPX-2511;,1924699at2759;
P55884,EIF3B_HUMAN,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116),reviewed,CPX-6036;,10250414at2759;
P59768,GBG2_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I),reviewed,CPX-9601;CPX-9821;,6264244at2759;
P60228,EIF3E_HUMAN,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48),reviewed,CPX-6036;,417252at2759;
P62241,RS8_HUMAN,Small ribosomal subunit protein eS8 (40S ribosomal protein S8),reviewed,CPX-5223;,1703270at2759;
P62244,RS15A_HUMAN,Small ribosomal subunit protein uS8 (40S ribosomal protein S15a),reviewed,CPX-5223;,10250260at2759;
P62263,RS14_HUMAN,Small ribosomal subunit protein uS11 (40S ribosomal protein S14),reviewed,CPX-5223;,1677536at2759;
P62308,RUXG_HUMAN,Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG),reviewed,CPX-2391;CPX-2392;CPX-2539;CPX-2705;CPX-6033;,9817934at2759;
P62316,SMD2_HUMAN,Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2),reviewed,CPX-2391;CPX-2392;CPX-2539;CPX-6033;,9529205at2759;
P62333,PRS10_HUMAN,26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42),reviewed,CPX-5993;CPX-8964;CPX-9082;CPX-9085;CPX-9086;,1937997at2759;
P62495,ERF1_HUMAN,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Protein Cl1) (TB3-1),reviewed,CPX-2721;CPX-8923;,10254527at2759;
P62750,RL23A_HUMAN,Large ribosomal subunit protein uL23 (60S ribosomal protein L23a),reviewed,CPX-5183;CPX-7664;CPX-7665;,9533213at2759;
P62987,RL40_HUMAN,Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40) (rpL40)],reviewed,CPX-5183;CPX-7664;CPX-7665;,428577at2759;
P63010,AP2B1_HUMAN,AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit),reviewed,CPX-5149;CPX-5150;,10254310at2759;
P78560,CRADD_HUMAN,Death domain-containing protein CRADD (Caspase and RIP adapter with death domain) (RIP-associated protein with a death domain),reviewed,CPX-3905;,10031931at2759;
Q00403,TF2B_HUMAN,Transcription initiation factor IIB (EC 2.3.1.48) (General transcription factor TFIIB) (S300-II),reviewed,CPX-2398;,25790at2759;
Q01094,E2F1_HUMAN,Transcription factor E2F1 (E2F-1) (PBR3) (Retinoblastoma-associated protein 1) (RBAP-1) (Retinoblastoma-binding protein 3) (RBBP-3) (pRB-binding protein E2F-1),reviewed,CPX-155;CPX-1971;,1743261at2759;
Q01344,IL5RA_HUMAN,Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CDw125) (CD antigen CD125),reviewed,CPX-506;,9890439at2759;
Q01780,EXOSX_HUMAN,Exosome complex component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2),reviewed,CPX-476;CPX-591;CPX-600;,2250022at2759;
Q01831,XPC_HUMAN,DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125),reviewed,CPX-2669;CPX-2672;,300780at2759;
Q02388,CO7A1_HUMAN,Collagen alpha-1(VII) chain (Long-chain collagen) (LC collagen),reviewed,CPX-1737;,9940467at2759;
Q02410,APBA1_HUMAN,Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1),reviewed,CPX-7743;CPX-7744;CPX-7745;,5987010at2759;
Q06323,PSME1_HUMAN,Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha),reviewed,CPX-8842;CPX-9002;CPX-9082;,6591885at2759;
Q07020,RL18_HUMAN,Large ribosomal subunit protein eL18 (60S ribosomal protein L18),reviewed,CPX-5183;CPX-7664;CPX-7665;,6353017at2759;
Q09666,AHNK_HUMAN,Neuroblast differentiation-associated protein AHNAK (Desmoyokin),reviewed,CPX-850;,8058206at2759;
Q12904,AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],reviewed,CPX-2469;,197206at2759;
Q12933,TRAF2_HUMAN,TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3),reviewed,CPX-9741;,6499288at2759;
Q13144,EI2BE_HUMAN,Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon),reviewed,CPX-8343;,424572at2759;
Q13330,MTA1_HUMAN,Metastasis-associated protein MTA1,reviewed,CPX-880;CPX-922;,2193595at2759;
Q14116,IL18_HUMAN,Interleukin-18 (IL-18) (Iboctadekin) (Interferon gamma-inducing factor) (IFN-gamma-inducing factor) (Interleukin-1 gamma) (IL-1 gamma),reviewed,CPX-10041;CPX-10101;,8535973at2759;
Q14957,NMDE3_HUMAN,"Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)",reviewed,CPX-286;,5984008at2759;
Q14999,CUL7_HUMAN,Cullin-7 (CUL-7),reviewed,CPX-2838;CPX-7784;,9908599at2759;
Q15633,TRBP2_HUMAN,RISC-loading complex subunit TARBP2 (TAR RNA-binding protein 2) (Trans-activation-responsive RNA-binding protein),reviewed,CPX-134;,10056847at2759;
Q16531,DDB1_HUMAN,DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe),reviewed,CPX-2399;CPX-2403;CPX-2404;CPX-2405;CPX-2406;CPX-2407;CPX-2411;CPX-2412;CPX-2413;CPX-2414;CPX-2415;CPX-2416;CPX-2757;CPX-2758;CPX-2759;CPX-2762;CPX-2765;CPX-2766;CPX-2769;CPX-2770;CPX-2777;CPX-2778;CPX-2782;CPX-2783;CPX-2784;CPX-2785;CPX-2786;CPX-2787;CPX-2795;CPX-2797;CPX-2799;CPX-2804;CPX-2809;CPX-2816;CPX-2817;CPX-2818;CPX-2819;CPX-2859;CPX-308;CPX-477;CPX-648;,433457at2759;
Q16621,NFE2_HUMAN,"Transcription factor NF-E2 45 kDa subunit (Leucine zipper protein NF-E2) (Nuclear factor, erythroid-derived 2 45 kDa subunit) (p45 NF-E2)",reviewed,CPX-6568;CPX-6789;,7458135at2759;
Q5VWG9,TAF3_HUMAN,Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140),reviewed,CPX-915;CPX-930;,436852at2759;
Q68CP9,ARID2_HUMAN,AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200),reviewed,CPX-1196;CPX-1199;,338531at2759;
Q6IA86,ELP2_HUMAN,Elongator complex protein 2 (ELP2) (SHINC-2) (STAT3-interacting protein 1) (StIP1),reviewed,CPX-1949;,27911at2759;
Q6P179,ERAP2_HUMAN,Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP),reviewed,CPX-8736;,10031169at2759;
Q6Y7W6,GGYF2_HUMAN,GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein),reviewed,CPX-2332;CPX-2338;,9539369at2759;
Q6ZYL4,TF2H5_HUMAN,General transcription factor IIH subunit 5 (General transcription factor IIH polypeptide 5) (TFB5 ortholog) (TFIIH basal transcription factor complex TTD-A subunit) (TFIIH subunit p8),reviewed,CPX-2395;,354at2759;
Q7Z2E3,APTX_HUMAN,Aprataxin (EC 3.6.1.71) (EC 3.6.1.72) (Forkhead-associated domain histidine triad-like protein) (FHA-HIT),reviewed,CPX-793;,3512845at2759;
Q8NF91,SYNE1_HUMAN,Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1),reviewed,CPX-7667;CPX-7668;,18853at2759;
Q8TAF3,WDR48_HUMAN,WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80),reviewed,CPX-9281;CPX-9361;CPX-9381;CPX-9442;,2421129at2759;
Q8TCJ2,STT3B_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog),reviewed,CPX-5622;CPX-8738;,10261066at2759;
Q8WWY3,PRP31_HUMAN,U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31),reviewed,CPX-2391;,4771285at2759;
Q8WYQ5,DGCR8_HUMAN,Microprocessor complex subunit DGCR8 (DiGeorge syndrome critical region 8),reviewed,CPX-3080;,112668at2759;
Q92506,DHB8_HUMAN,(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (17-beta-HSD 8) (HSD17B8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (KAR alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (EC 1.1.1.62) (Protein Ke6) (Ke6) (Short chain dehydrogenase/reductase family 30C member 1) (Testosterone 17-beta-dehydrogenase 8) (EC 1.1.1.239),reviewed,CPX-949;,294295at2759;
Q92800,EZH1_HUMAN,Histone-lysine N-methyltransferase EZH1 (EC 2.1.1.356) (ENX-2) (Enhancer of zeste homolog 1),reviewed,CPX-2196;CPX-2205;CPX-2212;CPX-2307;CPX-2309;CPX-2310;CPX-2317;CPX-2318;CPX-2320;CPX-2322;CPX-2323;CPX-2330;CPX-2569;CPX-2570;,6141102at2759;
Q92922,SMRC1_HUMAN,SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1),reviewed,CPX-1164;CPX-1194;CPX-1195;CPX-1196;CPX-1199;CPX-1201;CPX-1202;CPX-1204;CPX-1205;CPX-1206;CPX-1207;CPX-1209;CPX-1210;CPX-1211;CPX-1212;CPX-1213;CPX-1215;CPX-1216;CPX-1217;CPX-1218;CPX-1222;CPX-1223;CPX-1224;CPX-1225;CPX-1226;CPX-1227;CPX-1228;CPX-4084;CPX-4203;CPX-4206;CPX-4207;CPX-4223;CPX-4224;CPX-4225;CPX-4226;,118550at2759;
Q99623,PHB2_HUMAN,Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity),reviewed,CPX-5741;,275637at2759;
Q9BQA1,MEP50_HUMAN,Methylosome protein WDR77 (Androgen receptor cofactor p44) (Methylosome protein 50) (MEP-50) (WD repeat-containing protein 77) (p44/Mep50),reviewed,CPX-696;CPX-8148;CPX-8149;,10260946at2759;
Q9BRS2,RIOK1_HUMAN,Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1),reviewed,CPX-8148;,205248at2759;
Q9BZS1,FOXP3_HUMAN,"Forkhead box protein P3 (Scurfin) [Cleaved into: Forkhead box protein P3, C-terminally processed; Forkhead box protein P3 41 kDa form]",reviewed,CPX-8784;,5830876at2759;
Q9H1K1,ISCU_HUMAN,Iron-sulfur cluster assembly enzyme ISCU (NifU-like N-terminal domain-containing protein) (NifU-like protein),reviewed,CPX-5641;,1925777at2759;
Q9H845,ACAD9_HUMAN,"Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.-)",reviewed,CPX-6322;,2588832at2759;
Q9NR50,EI2BG_HUMAN,Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma),reviewed,CPX-8343;,10250549at2759;
Q9NSD9,SYFB_HUMAN,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),reviewed,CPX-2208;,1698572at2759;
Q9NZL9,MAT2B_HUMAN,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase),reviewed,CPX-948;,6235964at2759;
Q9P202,WHRN_HUMAN,Whirlin (Autosomal recessive deafness type 31 protein),reviewed,CPX-2821;,10029564at2759;
Q9UK45,LSM7_HUMAN,U6 snRNA-associated Sm-like protein LSm7,reviewed,CPX-2391;,2146at2759;
Q9UKF6,CPSF3_HUMAN,Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73),reviewed,CPX-2694;CPX-2698;,10249535at2759;
Q9UKV3,ACINU_HUMAN,Apoptotic chromatin condensation inducer in the nucleus (Acinus),reviewed,CPX-2256;,5348404at2759;
Q9UL51,HCN2_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2),reviewed,CPX-143;,421226at2759;
Q9UQ90,SPG7_HUMAN,Mitochondrial inner membrane m-AAA protease component paraplegin (EC 3.4.24.-) (EC 3.6.-.-) (Cell matrix adhesion regulator) (Paraplegin) (Spastic paraplegia 7 protein),reviewed,CPX-10319;,1413014at2759;
Q9Y263,PLAP_HUMAN,Phospholipase A-2-activating protein (PLA2P) (PLAP),reviewed,CPX-8129;,10265988at2759;
Q9Y285,SYFA_HUMAN,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),reviewed,CPX-2208;,238316at2759;
Q9Y580,RBM7_HUMAN,RNA-binding protein 7 (RNA-binding motif protein 7),reviewed,CPX-2735;,407442at2759;
O00303,EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),reviewed,CPX-6036;,9533520at2759;
O00567,NOP56_HUMAN,Nucleolar protein 56 (Nucleolar protein 5A),reviewed,CPX-2511;,6780543at2759;
O15047,SET1A_HUMAN,Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1),reviewed,CPX-7110;,308383at2759;
O43520,AT8B1_HUMAN,Phospholipid-transporting ATPase IC (EC 7.6.2.1) (ATPase class I type 8B member 1) (Familial intrahepatic cholestasis type 1) (P4-ATPase flippase complex alpha subunit ATP8B1),reviewed,CPX-6282;CPX-6283;,377733at2759;
